,Product,Category,Brand,Color,Base_Price,Total_availability,Total_Volume
2460,گوشت کوب برقی هاردستون مدل HMP2501-سفید,پخت و پز,ناشناخته,سفید,250000.0,0,0
2461,گوشت کوب ناسا الکتریک NS-991-مشکی,پخت و پز,متفرقه,مشکی,1580000.0,0,0
2462,گوشی شیائومی مدل POCO X3 GT دو سیم کارت با ظرفیت 128 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,شیائومی,مشکی,7280000.0,0,0
2463,گوشی موبایل آلکاتل مدل 1069-سبز,گوشی موبایل ,آلکاتل,سبز,847000.0,0,31
2464,گوشی موبایل آلکاتل مدل 1069-مشکی,گوشی موبایل ,آلکاتل,مشکی,808000.0,0,37
2465,گوشی موبایل آلکاتل مدل 2057-سفید,گوشی موبایل ,آلکاتل,سفید,1499000.0,0,4
2466,گوشی موبایل آلکاتل مدل 2057-مشکی,گوشی موبایل ,آلکاتل,مشکی,1599000.0,0,0
2467,گوشی موبایل آنر مدل  50 lite دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,5973000.0,0,0
2468,گوشی موبایل آنر مدل  X7 دو سیم کارت ظرفیت 128 گیگابایت و 4 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,6199000.0,0,0
2469,گوشی موبایل آنر مدل  X7 دو سیم کارت ظرفیت 128 گیگابایت و 4 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,5739000.0,0,0
2470,گوشی موبایل آنر مدل  X7 دو سیم کارت ظرفیت 128 گیگابایت و 4 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,6100000.0,0,0
2471,گوشی موبایل آنر مدل 50 5G دو سیم کارت ظرفیت 256 گیگابایت و 8 گیگابایت رم-سبز,گوشی موبایل ,آنر ,سبز,12010000.0,0,0
2472,گوشی موبایل آنر مدل 90Lite 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,9829000.0,0,5
2473,گوشی موبایل آنر مدل 90Lite 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,9799000.0,0,8
2474,گوشی موبایل آنر مدل 90Lite 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,10599000.0,0,6
2475,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,16177000.0,0,0
2476,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-سبز,گوشی موبایل ,آنر ,سبز,14933000.0,0,0
2477,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,12780000.0,0,0
2478,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,16048000.0,0,0
2479,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 256 گیگابایت و 8 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,17900000.0,0,0
2480,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 256 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,17900000.0,0,0
2481,گوشی موبایل آنر مدل Honor 70 5G دو سیم کارت ظرفیت 256 گیگابایت و 8 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,18292000.0,0,0
2482,گوشی موبایل آنر مدل Honor 90 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,20799000.0,0,3
2483,گوشی موبایل آنر مدل Honor 90 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,18499000.0,0,2
2484,گوشی موبایل آنر مدل Honor 90 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,20498000.0,0,3
2485,گوشی موبایل آنر مدل Honor 90 5G ظرفیت 512 گیگابایت و رم 12 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,24698000.0,0,1
2486,گوشی موبایل آنر مدل Honor 90 5G ظرفیت 512 گیگابایت و رم 12 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,22679000.0,0,0
2487,گوشی موبایل آنر مدل Honor 90 5G ظرفیت 512 گیگابایت و رم 12 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,23299000.0,0,0
2488,گوشی موبایل آنر مدل Honor X7 دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,5140000.0,0,0
2489,گوشی موبایل آنر مدل Honor X7 دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,5140000.0,0,0
2490,گوشی موبایل آنر مدل Honor X7b دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,10239000.0,0,7
2491,گوشی موبایل آنر مدل Honor X7b دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,9999000.0,0,6
2492,گوشی موبایل آنر مدل Honor X7b دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,9999000.0,0,5
2493,گوشی موبایل آنر مدل Honor X8 5G دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-آبی,گوشی موبایل ,آنر ,آبی,8900000.0,0,0
2494,گوشی موبایل آنر مدل Honor X8 5G دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,8900000.0,0,0
2495,گوشی موبایل آنر مدل Honor X8 5G دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,8900000.0,0,0
2496,گوشی موبایل آنر مدل Honor X8 دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,6593000.0,0,0
2497,گوشی موبایل آنر مدل Honor X8 دو سیم کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,6413000.0,0,0
2498,گوشی موبایل آنر مدل X5 Plus ظرفیت 64 گیگابایت و رم 4 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,4699000.0,0,20
2499,گوشی موبایل آنر مدل X5 Plus ظرفیت 64 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,4699000.0,0,14
2500,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,4755000.0,0,0
2501,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,4755000.0,0,0
2502,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,4387000.0,0,3
2503,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,4469000.0,0,0
2504,گوشی موبایل آنر مدل X6 دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,4399000.0,0,1
2505,گوشی موبایل آنر مدل X6a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,6166000.0,0,16
2506,گوشی موبایل آنر مدل X6a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,6166000.0,0,16
2507,گوشی موبایل آنر مدل X6a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,6166000.0,0,16
2508,گوشی موبایل آنر مدل X7a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,5259000.0,0,3
2509,گوشی موبایل آنر مدل X7a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,5365000.0,0,2
2510,گوشی موبایل آنر مدل X7a دو سیمکارت با ظرفیت 128 گیگابایت و رم 4 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,5365000.0,0,2
2511,گوشی موبایل آنر مدل X7a دو سیمکارت با ظرفیت 128 گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,6999000.0,0,7
2512,گوشی موبایل آنر مدل X7a دو سیمکارت با ظرفیت 128 گیگابایت و رم 6 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,5779000.0,0,3
2513,گوشی موبایل آنر مدل X8a دو سیمکارت با ظرفیت 128 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,آنر ,آبی,7666000.0,0,10
2514,گوشی موبایل آنر مدل X8a دو سیمکارت با ظرفیت 128 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,7429000.0,0,2
2515,گوشی موبایل آنر مدل X8a دو سیمکارت با ظرفیت 128 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,7666000.0,0,12
2516,گوشی موبایل آنر مدل X9 دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,آنر ,مشکی,6451000.0,0,0
2517,گوشی موبایل آنر مدل X9 دو سیم کارت ظرفیت 128 گیگابایت و 8 گیگابایت رم-نقره ای,گوشی موبایل ,آنر ,نقره ای,6451000.0,0,0
2518,گوشی موبایل آنر مدل X9a 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,14299000.0,0,3
2519,گوشی موبایل آنر مدل X9a 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,12248000.0,0,0
2520,گوشی موبایل آنر مدل X9a 5G دو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,آنر ,نقره ای,14266000.0,0,3
2521,گوشی موبایل آنر مدل X9b دو سیمکارت با ظرفیت 256 گیگابایت و رم 12 گیگابایت-سبز,گوشی موبایل ,آنر ,سبز,15499000.0,0,4
2522,گوشی موبایل آنر مدل X9b دو سیمکارت با ظرفیت 256 گیگابایت و رم 12 گیگابایت-مشکی,گوشی موبایل ,آنر ,مشکی,15529000.0,0,2
2523,گوشی موبایل آنر مدل X9b دو سیمکارت با ظرفیت 256 گیگابایت و رم 12 گیگابایت-نارنجی,گوشی موبایل ,آنر ,نارنجی,15333000.0,0,0
2524,گوشی موبایل اپل مدل  iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 4 گیگابایت-صورتی,گوشی موبایل ,اپل,صورتی,35900000.0,0,0
2525,گوشی موبایل اپل مدل  iPhone 13 Active ZA/Aدو سیم‌ کارت ظرفیت 256 گیگابایت و رم 4 گیگابایت -صورتی,گوشی موبایل ,اپل,صورتی,35900000.0,0,0
2526,گوشی موبایل اپل مدل  iPhone 13 Not Active ZA/Aدو سیم‌ کارت ظرفیت 256 گیگابایت و رم 4 گیگابایت -صورتی,گوشی موبایل ,اپل,صورتی,35900000.0,0,0
2527,گوشی موبایل اپل مدل  iPhone 13 Pro Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم -سبز,گوشی موبایل ,اپل,سبز,0.0,0,0
2528,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-آبی,گوشی موبایل ,اپل,آبی,99200000.0,0,0
2529,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-خاکستری,گوشی موبایل ,اپل,خاکستری,57500000.0,0,0
2530,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-سبز,گوشی موبایل ,اپل,سبز,67500000.0,0,0
2531,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-سفید,گوشی موبایل ,اپل,سفید,67500000.0,0,0
2532,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-طلایی,گوشی موبایل ,اپل,طلایی,98999000.0,0,0
2533,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-مشکی,گوشی موبایل ,اپل,مشکی,59200000.0,0,0
2534,گوشی موبایل اپل مدل  iPhone 13 Pro Not Active ZA/A دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,اپل,نقره ای,72500000.0,0,0
2535,گوشی موبایل اپل مدل  iPhone SE 2020 A2275 Active LL/A ظرفیت 128 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,13590000.0,0,0
2536,گوشی موبایل اپل مدل  iPhone SE 2020 A2275 not Active LL/A ظرفیت 128 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,13590000.0,0,0
2537,گوشی موبایل اپل مدل iPhone 11  تک سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت   (not active ) -مشکی,گوشی موبایل ,اپل,مشکی,30949000.0,0,0
2538,گوشی موبایل اپل مدل iPhone 11 ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت(Not active)-سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2539,گوشی موبایل اپل مدل iPhone 11 ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت(Not active)-مشکی,گوشی موبایل ,اپل,مشکی,22570000.0,0,0
2540,گوشی موبایل اپل مدل iPhone 11 ظرفیت 128 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,27599000.0,0,0
2541,گوشی موبایل اپل مدل iPhone 11 ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,اپل,مشکی,25570000.0,0,0
2542,گوشی موبایل اپل مدل iPhone 12 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت رم4 گیگابایت -سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2543,گوشی موبایل اپل مدل iPhone 12 Active ظرفیت 128 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2544,گوشی موبایل اپل مدل iPhone 12 Active ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,اپل,مشکی,30300000.0,0,0
2545,گوشی موبایل اپل مدل iPhone 12 NOT Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت رم4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2546,گوشی موبایل اپل مدل iPhone 12 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2547,گوشی موبایل اپل مدل iPhone 12 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,اپل,مشکی,34320000.0,0,0
2548,گوشی موبایل اپل مدل iPhone 12 Pro Active CH/A  دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,اپل,نقره ای,35970000.0,0,0
2549,گوشی موبایل اپل مدل iPhone 12 Pro Active ZA/A  دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,اپل,نقره ای,35970000.0,0,0
2550,گوشی موبایل اپل مدل iPhone 12 Pro Max A2412 Active ظرفیت 256 گیگابایت و رم 6 گیگابایت-مشکی,گوشی موبایل ,اپل,مشکی,30300000.0,0,0
2551,گوشی موبایل اپل مدل iPhone 12 Pro NOT Active CH/A  دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,اپل,نقره ای,35970000.0,0,0
2552,گوشی موبایل اپل مدل iPhone 12 Pro Not Active ZA/A  دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم-نقره ای,گوشی موبایل ,اپل,نقره ای,35970000.0,0,0
2553,گوشی موبایل اپل مدل iPhone 12 Pro دو سیم‌ کارت ظرفیت 512 گیگابایت و 6 گیگابایت رم -نقره ای,گوشی موبایل ,اپل,نقره ای,35970000.0,0,0
2554,گوشی موبایل اپل مدل iPhone 12 دو سیم‌ کارت ظرفیت 128 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,26970000.0,0,0
2555,گوشی موبایل اپل مدل iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,اپل,آبی,35100000.0,0,0
2556,گوشی موبایل اپل مدل iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-سبز,گوشی موبایل ,اپل,سبز,35800000.0,0,0
2557,گوشی موبایل اپل مدل iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,34299000.0,0,0
2558,گوشی موبایل اپل مدل iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-صورتی,گوشی موبایل ,اپل,صورتی,33300000.0,0,0
2559,گوشی موبایل اپل مدل iPhone 13 Active CH/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,اپل,مشکی,36050000.0,0,0
2560,گوشی موبایل اپل مدل iPhone 13 Active ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت -آبی,گوشی موبایل ,اپل,آبی,35100000.0,0,0
2561,گوشی موبایل اپل مدل iPhone 13 Active ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت -سبز,گوشی موبایل ,اپل,سبز,35800000.0,0,0
2562,گوشی موبایل اپل مدل iPhone 13 Active ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت -سفید,گوشی موبایل ,اپل,سفید,34299000.0,0,0
2563,گوشی موبایل اپل مدل iPhone 13 Active ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت -صورتی,گوشی موبایل ,اپل,صورتی,33300000.0,0,0
2564,گوشی موبایل اپل مدل iPhone 13 Active ZA/A دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت -مشکی,گوشی موبایل ,اپل,مشکی,36050000.0,0,0
2565,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-آبی,گوشی موبایل ,اپل,آبی,43860000.0,0,34
2566,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-سبز,گوشی موبایل ,اپل,سبز,44000000.0,0,5
2567,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-سفید,گوشی موبایل ,اپل,سفید,50999000.0,0,103
2568,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-صورتی,گوشی موبایل ,اپل,صورتی,42999000.0,0,6
2569,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-طلایی,گوشی موبایل ,اپل,طلایی,32299000.0,0,0
2570,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-قرمز,گوشی موبایل ,اپل,قرمز,37499000.0,0,0
2571,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت CH/A-مشکی,گوشی موبایل ,اپل,مشکی,46999000.0,0,127
2572,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت ZA/A-آبی,گوشی موبایل ,اپل,آبی,35100000.0,0,0
2573,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت ZA/A-سبز,گوشی موبایل ,اپل,سبز,35800000.0,0,0
2574,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت ZA/A-سفید,گوشی موبایل ,اپل,سفید,34299000.0,0,0
2575,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت ZA/A-صورتی,گوشی موبایل ,اپل,صورتی,33300000.0,0,0
2576,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 128 گیگابایت و رم 4 گیگابایت ZA/A-مشکی,گوشی موبایل ,اپل,مشکی,36050000.0,0,0
2577,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 256 گیگابایت و رم 4 گیگابایت CH/A-سفید,گوشی موبایل ,اپل,سفید,63799000.0,0,0
2578,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 256 گیگابایت و رم 4 گیگابایت CH/A-صورتی,گوشی موبایل ,اپل,صورتی,48300000.0,0,0
2579,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 256 گیگابایت و رم 4 گیگابایت CH/A-مشکی,گوشی موبایل ,اپل,مشکی,53500000.0,0,0
2580,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 256 گیگابایت و رم 4 گیگابایت ZA/A-صورتی,گوشی موبایل ,اپل,صورتی,35900000.0,0,0
2581,گوشی موبایل اپل مدل iPhone 13 Not Active ظرفیت 512 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,اپل,سفید,0.0,0,0
2582,گوشی موبایل اپل مدل iPhone 13 Pro  Active CH/Aدو سیم‌ کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم  -خاکستری,گوشی موبایل ,اپل,خاکستری,39980000.0,0,0
2583,گوشی موبایل اپل مدل iPhone 13 Pro  Active CH/Aدو سیم‌ کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم  -نقره ای,گوشی موبایل ,اپل,نقره ای,37000000.0,0,0
2584,گوشی موبایل اپل مدل iPhone 13 Pro  Active ZA/Aدو سیم‌ کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم  -خاکستری,گوشی موبایل ,اپل,خاکستری,39980000.0,0,0
2585,گوشی موبایل اپل مدل iPhone 13 Pro  Active ZA/Aدو سیم‌ کارت ظرفیت 128 گیگابایت و 6 گیگابایت رم  -نقره ای,گوشی موبایل ,اپل,نقره ای,37000000.0,0,0
2586,گوشی موبایل اپل مدل iPhone 13 Pro Active دو سیم‌ کارت ظرفیت 256 گیگابایت و 6 گیگابایت رم-سبز,گوشی موبایل ,اپل,سبز,0.0,0,0
2587,گوشی موبایل اپل مدل iPhone 13 Pro Active ظرفیت 256 گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,اپل,آبی,53270000.0,0,0
2588,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Active دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت -آبی,گوشی موبایل ,اپل,آبی,47970000.0,0,0
2589,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Active دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت -خاکستری,گوشی موبایل ,اپل,خاکستری,56500000.0,0,0
2590,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Active دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت -سبز,گوشی موبایل ,اپل,سبز,48970000.0,0,0
2591,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Active دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت -طلایی,گوشی موبایل ,اپل,طلایی,57500000.0,0,0
2592,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Active دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت -نقره ای,گوشی موبایل ,اپل,نقره ای,57500000.0,0,0
2593,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Not Active دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,اپل,آبی,48700000.0,0,0
2594,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Not Active دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-خاکستری,گوشی موبایل ,اپل,خاکستری,0.0,0,0
2595,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Not Active دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-طلایی,گوشی موبایل ,اپل,طلایی,0.0,0,0
2596,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 Not Active دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-نقره ای,گوشی موبایل ,اپل,نقره ای,48700000.0,0,0
2597,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت- اکتیو-خاکستری,گوشی موبایل ,اپل,خاکستری,0.0,0,0
2598,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,اپل,آبی,0.0,0,0
2599,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-خاکستری,گوشی موبایل ,اپل,خاکستری,0.0,0,0
2600,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-سبز,گوشی موبایل ,اپل,سبز,0.0,0,0
2601,گوشی موبایل اپل مدل iPhone 13 Pro Max A2644 دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-طلایی,گوشی موبایل ,اپل,طلایی,0.0,0,0
2602,گوشی موبایل اپل مدل iPhone 13 Pro Max Active ZA/A دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,اپل,آبی,47970000.0,0,0
2603,گوشی موبایل اپل مدل iPhone 13 Pro Max Active ZA/A دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-خاکستری,گوشی موبایل ,اپل,خاکستری,56500000.0,0,0
2604,گوشی موبایل اپل مدل iPhone 13 Pro Max Active ZA/A دو سیم‌ کارت ظرفیت 256گیگابایت و رم 6 گیگابایت-سبز,گوشی موبایل ,اپل,سبز,48970000.0,0,0
