,Product,Category,Brand,Color,Base_Price,Total_availability,Total_Volume
3691,گوشی موبایل موتورولا مدل Moto G24 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-صورتی,گوشی موبایل ,موتورولا,صورتی,6060000.0,0,2
3692,گوشی موبایل موتورولا مدل Moto G24 دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,موتورولا,مشکی,5999000.0,0,4
3693,گوشی موبایل موتورولا مدل Moto G52 دو سیم کارت ظرفیت 128گیگابایت و رم 6 گیگابایت به همراه کاور هدیه-آبی,گوشی موبایل ,موتورولا,آبی,7999000.0,0,0
3694,گوشی موبایل موتورولا مدل Moto G52 دو سیم کارت ظرفیت 128گیگابایت و رم 6 گیگابایت به همراه کاور هدیه-خاکستری,گوشی موبایل ,موتورولا,خاکستری,7999000.0,0,0
3695,گوشی موبایل موتورولا مدل Moto G52 دو سیم کارت ظرفیت 128گیگابایت و رم 6 گیگابایت به همراه کاور هدیه-مشکی,گوشی موبایل ,موتورولا,مشکی,8211000.0,0,0
3696,گوشی موبایل موتورولا مدل Moto G54 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,موتورولا,آبی,7669000.0,0,12
3697,گوشی موبایل موتورولا مدل Moto G54 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-سبز,گوشی موبایل ,موتورولا,سبز,7889000.0,0,6
3698,گوشی موبایل موتورولا مدل Moto G73 5Gدو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,موتورولا,آبی,9888000.0,0,2
3699,گوشی موبایل موتورولا مدل Moto G73 5Gدو سیمکارت با ظرفیت 256 گیگابایت و رم 8 گیگابایت-سفید,گوشی موبایل ,موتورولا,سفید,9999000.0,0,2
3700,گوشی موبایل موتورولا مدل Moto G84 5G دو سیم کارت ظرفیت 256 گیگابایت و رم 12 گیگابایت-آبی,گوشی موبایل ,موتورولا,آبی,11399000.0,0,14
3701,گوشی موبایل ناتینگ فون مدل Nothing Phone 1 ظرفیت 128 و رم 8 گیگابایت-مشکی,گوشی موبایل ,ناتینگ,مشکی,21270000.0,0,0
3702,گوشی موبایل ناتینگ فون مدل Nothing Phone 1 ظرفیت 256 و رم 12 گیگابایت-سفید,گوشی موبایل ,ناتینگ,سفید,19499000.0,0,1
3703,گوشی موبایل ناتینگ فون مدل Nothing Phone 1 ظرفیت 256 و رم 12 گیگابایت-مشکی,گوشی موبایل ,ناتینگ,مشکی,25440000.0,0,0
3704,گوشی موبایل ناتینگ فون مدل Nothing Phone 1 ظرفیت 256 و رم 8 گیگابایت-سفید,گوشی موبایل ,ناتینگ,سفید,20522000.0,0,0
3705,گوشی موبایل ناتینگ فون مدل Nothing Phone 1 ظرفیت 256 و رم 8 گیگابایت-مشکی,گوشی موبایل ,ناتینگ,مشکی,19199000.0,0,9
3706,گوشی موبایل ناتینگ فون مدل Nothing Phone 2 5G ظرفیت 512 گیگابایت و رم 12 گیگابایت-سفید,گوشی موبایل ,ناتینگ,سفید,38699000.0,0,0
3707,گوشی موبایل ناتینگ فون مدل Nothing Phone 2 ظرفیت 256 گیگابایت و رم 12 گیگابایت-خاکستری,گوشی موبایل ,ناتینگ,خاکستری,31999000.0,0,0
3708,گوشی موبایل ناتینگ فون مدل Nothing Phone 2 ظرفیت 256 گیگابایت و رم 12 گیگابایت-سفید,گوشی موبایل ,ناتینگ,سفید,34999000.0,0,0
3709,گوشی موبایل ناتینگ فون مدل Nothing Phone 2 ظرفیت 256 گیگابایت و رم 12 گیگابایت-مشکی,گوشی موبایل ,ناتینگ,مشکی,33999000.0,0,0
3710,گوشی موبایل ناتینگ فون مدل Nothing Phone 2a 5G ظرفیت 256 و رم 12 گیگابایت-مشکی,گوشی موبایل ,ناتینگ,مشکی,22899000.0,0,0
3711,گوشی موبایل نوکیا 220 دو سیم کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,1839000.0,0,5
3712,گوشی موبایل نوکیا مدل  210 (2019)  دو سیم‌ کارت ظرفیت 16 مگابایت رم 16 مگابایت(مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,1399000.0,0,12
3713,گوشی موبایل نوکیا مدل (2017) 3310 دو سیم کارت-آبی,گوشی موبایل ,نوکیا,آبی,3399000.0,0,1
3714,گوشی موبایل نوکیا مدل (2017) 3310 دو سیم کارت-خاکستری,گوشی موبایل ,نوکیا,خاکستری,3299000.0,0,0
3715,گوشی موبایل نوکیا مدل (2022 ) 110 دو سیم کارت-آبی,گوشی موبایل ,نوکیا,آبی,1539000.0,0,0
3716,گوشی موبایل نوکیا مدل (2022 ) 110 دو سیم کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,1609000.0,0,1
3717,گوشی موبایل نوکیا مدل (2023) 106 دو سیم کارت -مشکی,گوشی موبایل ,نوکیا,مشکی,1333000.0,0,26
3718,گوشی موبایل نوکیا مدل 105 دو سیم کارت 2023-مشکی,گوشی موبایل ,نوکیا,مشکی,1239000.0,0,49
3719,گوشی موبایل نوکیا مدل 105 فارسی FA دو سیم کارت 2019 نسل چهارم - ویتنام (مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,939000.0,0,11
3720,گوشی موبایل نوکیا مدل 105 فارسی FA دو سیم کارت 2019 نسل چهارم (دارای زبان فارسی) -مشکی,گوشی موبایل ,نوکیا,مشکی,966000.0,0,0
3721,گوشی موبایل نوکیا مدل 105 فارسی FA دو سیم کارت 2022-مشکی,گوشی موبایل ,نوکیا,مشکی,939000.0,0,0
3722,گوشی موبایل نوکیا مدل 110 دو سیم کارت 2023-مشکی,گوشی موبایل ,نوکیا,مشکی,1289000.0,0,0
3723,گوشی موبایل نوکیا مدل 110-2019-TA-1192 DS دو سیم‌ کارت - ویتنام (مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,1099000.0,0,44
3724,گوشی موبایل نوکیا مدل 110-2019-TA-1192 DS دو سیم‌ کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,1155000.0,0,0
3725,گوشی موبایل نوکیا مدل 125 دو سیم‌ کارت با زبان فارسی رسمی (FA) TA 1253 DS-سفید,گوشی موبایل ,نوکیا,سفید,1859000.0,0,0
3726,گوشی موبایل نوکیا مدل 125 دو سیم‌ کارت با زبان فارسی رسمی (FA) TA 1253 DS-مشکی,گوشی موبایل ,نوکیا,مشکی,1999000.0,0,1
3727,گوشی موبایل نوکیا مدل 125 دو سیم‌ کارت- ویتنام (مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,1699000.0,0,1
3728,گوشی موبایل نوکیا مدل 130 (2017) دو سیم‌ کارت - مونتاژ ایران-مشکی,گوشی موبایل ,نوکیا,مشکی,1099000.0,0,49
3729,گوشی موبایل نوکیا مدل 130 دو سیم کارت حافظه 8 مگابایت و رم 4 مگابایت-مشکی,گوشی موبایل ,نوکیا,مشکی,1089000.0,0,0
3730,گوشی موبایل نوکیا مدل 130 فارسی FA دو سیم کارت 2017 - ویتنام-خاکستری,گوشی موبایل ,نوکیا,خاکستری,1228000.0,0,8
3731,گوشی موبایل نوکیا مدل 130 فارسی FA دو سیم کارت 2023 - ویتنام-مشکی,گوشی موبایل ,نوکیا,مشکی,0.0,0,0
3732,گوشی موبایل نوکیا مدل 150 (2020)فارسی FA دو سیم‌ کارت - مونتاژ ایران-مشکی,گوشی موبایل ,نوکیا,مشکی,1999000.0,0,5
3733,گوشی موبایل نوکیا مدل 150 (2020)فارسی FA دو سیم‌ کارت - ویتنام-آبی,گوشی موبایل ,نوکیا,آبی,928000.0,0,0
3734,گوشی موبایل نوکیا مدل 150 (2020)فارسی FA دو سیم‌ کارت - ویتنام-مشکی,گوشی موبایل ,نوکیا,مشکی,2059000.0,0,0
3735,گوشی موبایل نوکیا مدل 150 (2023) دو سیم کارت-آبی,گوشی موبایل ,نوکیا,آبی,1656000.0,0,0
3736,گوشی موبایل نوکیا مدل 150 (2023) دو سیم کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,1699000.0,0,0
3737,گوشی موبایل نوکیا مدل 2018 106 دو سیم‌ کارت زبان فارسی رسمی (FA) - ویتنام (مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,949000.0,0,95
3738,گوشی موبایل نوکیا مدل 2018 106 دو سیم‌ کارت زبان فارسی رسمی (FA)-خاکستری,گوشی موبایل ,نوکیا,خاکستری,4100000.0,0,0
3739,گوشی موبایل نوکیا مدل 2018 106 دو سیم‌ کارت زبان فارسی رسمی (FA)-مشکی,گوشی موبایل ,نوکیا,مشکی,999000.0,0,0
3740,گوشی موبایل نوکیا مدل 210 دو سیم‌ کارت با زبان فارسی رسمی ( FA )-مشکی,گوشی موبایل ,نوکیا,مشکی,1666000.0,0,46
3741,گوشی موبایل نوکیا مدل 216 FA دو سیم‌ کارت ظرفیت 16 مگابایت و رم 16 مگابایت-مشکی,گوشی موبایل ,نوکیا,مشکی,1499000.0,0,19
3742,گوشی موبایل نوکیا مدل 216 دو سیم کارت ظرفیت 16 مگابایت رم 16 مگابایت (مونتاژ ایران)-مشکی,گوشی موبایل ,نوکیا,مشکی,1333000.0,0,36
3743,گوشی موبایل نوکیا مدل 216 فارسی FA دو سیم کارت -ویتنام-مشکی,گوشی موبایل ,نوکیا,مشکی,1419000.0,0,12
3744,گوشی موبایل نوکیا مدل 5310 دو سیم‌ کارت-سفید,گوشی موبایل ,نوکیا,سفید,1355000.0,0,0
3745,گوشی موبایل نوکیا مدل 5310 دو سیم‌ کارت-قرمز,گوشی موبایل ,نوکیا,قرمز,2939000.0,0,9
3746,گوشی موبایل نوکیا مدل 5310 دو سیم‌ کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,1290000.0,0,0
3747,گوشی موبایل نوکیا مدل 5710 XpressAudio دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-قرمز,گوشی موبایل ,نوکیا,قرمز,2649000.0,0,3
3748,گوشی موبایل نوکیا مدل 5710 XpressAudio دو سیم کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,نوکیا,مشکی,2588000.0,0,2
3749,گوشی موبایل نوکیا مدل 5710 XpressAudio فارسی FA دو سیم کارت - ویتنام-سفید,گوشی موبایل ,نوکیا,سفید,2549000.0,0,0
3750,گوشی موبایل نوکیا مدل 5710 XpressAudio فارسی FA دو سیم کارت - ویتنام-قرمز,گوشی موبایل ,نوکیا,قرمز,2599000.0,0,2
3751,گوشی موبایل نوکیا مدل 5710 XpressAudio فارسی FA دو سیم کارت - ویتنام-مشکی,گوشی موبایل ,نوکیا,مشکی,2539000.0,0,0
3752,گوشی موبایل نوکیا مدل 8210 4G دو سیم کارت-آبی,گوشی موبایل ,نوکیا,آبی,2633000.0,0,0
3753,گوشی موبایل نوکیا مدل 8210 فارسی FA دو سیم کارت - ویتنام-آبی,گوشی موبایل ,نوکیا,آبی,3142000.0,0,0
3754,گوشی موبایل نوکیا مدل C1 2nd Edition 2021 دوسیم کارت ظرفیت 16 گیگابایت و رم 1 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,1370000.0,0,0
3755,گوشی موبایل نوکیا مدل C10 TA-1342 دو سیم‌کارت ظرفیت 32 گیگابایت و رم 1 گیگابایت-خاکستری,گوشی موبایل ,نوکیا,خاکستری,1870000.0,0,0
3756,گوشی موبایل نوکیا مدل C20 TA-1352 دو سیم‌کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,2138000.0,0,0
3757,گوشی موبایل نوکیا مدل C20 TA-1352 دو سیم‌کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-قهوه ای,گوشی موبایل ,نوکیا,قهوه ای,2200000.0,0,0
3758,گوشی موبایل نوکیا مدل C21 دو سیم کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت -خاکستری,گوشی موبایل ,نوکیا,خاکستری,2585000.0,0,0
3759,گوشی موبایل نوکیا مدل C30 دو سیم کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت-سفید,گوشی موبایل ,نوکیا,سفید,3788000.0,0,1
3760,گوشی موبایل نوکیا مدل G10 دو سیم کارت ظرفیت 64 گیگابایت همراه با رم 4 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,3442000.0,0,0
3761,گوشی موبایل نوکیا مدل G11 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,4199000.0,0,5
3762,گوشی موبایل نوکیا مدل G11 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-خاکستری,گوشی موبایل ,نوکیا,خاکستری,3939000.0,0,5
3763,گوشی موبایل نوکیا مدل G11 Plus دو سیم کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,نوکیا,مشکی,4099000.0,0,1
3764,گوشی موبایل نوکیا مدل G20 TA-1365 دو سیم‌کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,4199000.0,0,0
3765,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-آبی,گوشی موبایل ,نوکیا,آبی,4870000.0,0,10
3766,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-بنفش,گوشی موبایل ,نوکیا,بنفش,4725000.0,0,0
3767,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-خاکستری,گوشی موبایل ,نوکیا,خاکستری,4720000.0,0,0
3768,گوشی موبایل نوکیا مدل G21 TA-1418 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-قهوه ای,گوشی موبایل ,نوکیا,قهوه ای,4846000.0,0,6
3769,گوشی موبایل نوکیا مدل2660Flip فارسی FA دو سیم کارت-مشکی,گوشی موبایل ,نوکیا,مشکی,2533000.0,0,0
3770,گوشی موبایل هوآوی مدل  Nova 10 Pro دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,25450000.0,0,0
3771,گوشی موبایل هوآوی مدل  Nova 10 SE دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,15699000.0,0,0
3772,گوشی موبایل هوآوی مدل  Nova 10 SE دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,هواوی,نقره ای,14549000.0,0,0
3773,گوشی موبایل هوآوی مدل  Nova 10 دو سیم‌ کارت ظرفیت 256 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,20299000.0,0,0
3774,گوشی موبایل هوآوی مدل  Nova Y90 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,هواوی,آبی,8748000.0,0,0
3775,گوشی موبایل هوآوی مدل  Nova Y90 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,8799000.0,0,0
3776,گوشی موبایل هوآوی مدل  Y9a دو سیم‌ کارت ظرفیت 128 گیگابایت رم 8 گیگابایت-صورتی,گوشی موبایل ,هواوی,صورتی,7840000.0,0,0
3777,گوشی موبایل هوآوی مدل  Y9a دو سیم‌ کارت ظرفیت 128 گیگابایت رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,7399000.0,0,0
3778,گوشی موبایل هوآوی مدل  Y9a دو سیم‌ کارت ظرفیت 128 گیگابایت رم 8 گیگابایت-نقره ای,گوشی موبایل ,هواوی,نقره ای,7447000.0,0,0
3779,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم‌ کارت با ظرفیت 256 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,هواوی,مشکی,52500000.0,0,0
3780,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم‌ کارت با ظرفیت 256 گیگابایت و 8 گیگابایت رم-نقره ای,گوشی موبایل ,هواوی,نقره ای,51990000.0,0,0
3781,گوشی موبایل هوآوی مدل Mate 50 Pro دو سیم‌ کارت با ظرفیت 512 گیگابایت و 8 گیگابایت رم-نارنجی,گوشی موبایل ,هواوی,نارنجی,60990000.0,0,0
3782,گوشی موبایل هوآوی مدل Mate 50 دو سیم‌ کارت با ظرفیت 256 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,هواوی,مشکی,42999000.0,0,0
3783,گوشی موبایل هوآوی مدل Mate 50 دو سیم‌ کارت با ظرفیت 256 گیگابایت و 8 گیگابایت رم-نقره ای,گوشی موبایل ,هواوی,نقره ای,42920000.0,0,0
3784,گوشی موبایل هوآوی مدل Nova 11i دو سیم‌ کارت با ظرفیت 128 گیگابایت و 8 گیگابایت رم-سبز,گوشی موبایل ,هواوی,سبز,10099000.0,0,0
3785,گوشی موبایل هوآوی مدل Nova 11i دو سیم‌ کارت با ظرفیت 128 گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,هواوی,مشکی,9999000.0,0,0
3786,گوشی موبایل هوآوی مدل Nova 7i دو سیم کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت همراه با هدیه (پاور بانک)-مشکی,گوشی موبایل ,هواوی,مشکی,12000000.0,0,0
3787,گوشی موبایل هوآوی مدل nova 8i دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-آبی,گوشی موبایل ,هواوی,آبی,7555000.0,0,0
3788,گوشی موبایل هوآوی مدل nova 8i دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 8 گیگابایت-نقره ای,گوشی موبایل ,هواوی,نقره ای,6279000.0,0,0
3789,گوشی موبایل هوآوی مدل nova 9 دو سیم کارت با ظرفیت 128گیگابایت و 8 گیگابایت رم-آبی,گوشی موبایل ,هواوی,آبی,10999000.0,0,0
3790,گوشی موبایل هوآوی مدل nova 9 دو سیم کارت با ظرفیت 128گیگابایت و 8 گیگابایت رم-مشکی,گوشی موبایل ,هواوی,مشکی,10999000.0,0,0
3791,گوشی موبایل هوآوی مدل nova Y60 دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,4144000.0,0,0
3792,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-آبی,گوشی موبایل ,هواوی,آبی,5900000.0,0,0
3793,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-سفید,گوشی موبایل ,هواوی,سفید,5870000.0,0,0
3794,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,6096000.0,0,0
3795,گوشی موبایل هوآوی مدل nova Y70 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-نقره ای,گوشی موبایل ,هواوی,نقره ای,0.0,0,0
3796,گوشی موبایل هوآوی مدل P30 lite دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,8008000.0,0,0
3797,گوشی موبایل هوآوی مدل Y5p DRA-LX9 دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-آبی,گوشی موبایل ,هواوی,آبی,1944000.0,0,0
3798,گوشی موبایل هوآوی مدل Y5p DRA-LX9 دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-سبز,گوشی موبایل ,هواوی,سبز,1944000.0,0,0
3799,گوشی موبایل هوآوی مدل Y5p DRA-LX9 دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,2274000.0,0,0
3800,گوشی موبایل هوآوی مدل Y6 Prime دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت (2019)-قهوه ای,گوشی موبایل ,هواوی,قهوه ای,3533000.0,0,0
3801,گوشی موبایل هوآوی مدل Y6 Prime دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت (2019)-مشکی,گوشی موبایل ,هواوی,مشکی,3633000.0,0,0
3802,گوشی موبایل هوآوی مدل Y6 Prime دو سیم‌ کارت ظرفیت 32 گیگابایت و رم 2 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,3600000.0,0,0
3803,گوشی موبایل هوآوی مدل Y6p MED-LX9 دو سیم کارت ظرفیت 64 گیگابایت-خاکستری,گوشی موبایل ,هواوی,خاکستری,3490000.0,0,0
3804,گوشی موبایل هوآوی مدل Y6s دو سیم‌ کارت ظرفیت 64 گیگابایت و رم 3 گیگابایت-آبی,گوشی موبایل ,هواوی,آبی,4664000.0,0,0
3805,گوشی موبایل هوآوی مدل Y9 Prime دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت (2019)-سبز,گوشی موبایل ,هواوی,سبز,6766000.0,0,0
3806,گوشی موبایل هواوی مدل nova 9 SE دو سیکارت با ظرفیت  128 گیگابایت و رم 8 گیگابایت-سفید,گوشی موبایل ,هواوی,سفید,10288000.0,0,0
3807,گوشی موبایل هواوی مدل nova 9 SE دو سیکارت با ظرفیت  128 گیگابایت و رم 8 گیگابایت-مشکی,گوشی موبایل ,هواوی,مشکی,7447000.0,0,0
3808,گوشی موبایل وان پلاس مدل NORD N10 5G دو سیم‌کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-مشکی,گوشی موبایل ,وان پلاس,مشکی,7068000.0,0,0
3809,گوشی موبایل وان پلاس مدل OnePlus Ace Pro 5G دو سیم کارت ظرفیت 256 گیگابایت رم 16 گیگابایت-سبز,گوشی موبایل ,وان پلاس,سبز,29799000.0,0,1
3810,گوشی موبایل وان پلاس مدل OnePlus Ace Pro 5G دو سیم کارت ظرفیت 256 گیگابایت رم 16 گیگابایت-مشکی,گوشی موبایل ,وان پلاس,مشکی,30299000.0,0,1
3811,گوشی موبایل وکال مدل V0  دو سیم‌ کارت ظرفیت 64 گیگا بایت و رم 3 گیگا بایت-سفید,گوشی موبایل ,وکال,سفید,2999000.0,0,0
3812,گوشی موبایل وکال مدل V0 Plus دو سیم‌ کارت ظرفیت 64 گیگا بایت و رم 3 گیگا بایت به همراه 3 گیگابایت رم مجازی-سفید,گوشی موبایل ,وکال,سفید,3559000.0,0,5
3813,گوشی موبایل وکال مدل V0 Plus دو سیم‌ کارت ظرفیت 64 گیگا بایت و رم 3 گیگا بایت به همراه 3 گیگابایت رم مجازی-مشکی,گوشی موبایل ,وکال,مشکی,3559000.0,0,5
3814,گوشی موبایل وکال مدل V1 Plus دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت به همراه 4 گیگابایت رم مجازی-سفید,گوشی موبایل ,وکال,سفید,4379000.0,0,3
3815,گوشی موبایل وکال مدل V1 Plus دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت به همراه 4 گیگابایت رم مجازی-مشکی,گوشی موبایل ,وکال,مشکی,4379000.0,0,4
3816,گوشی موبایل وکال مدل V1 دو سیم‌ کارت ظرفیت 128 گیگابایت و رم 4 گیگابایت-مشکی,گوشی موبایل ,وکال,مشکی,4199000.0,0,0
3817,گوشی موبایل ویکو مدل Wiko 10 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-مشکی,گوشی موبایل ,ویکو,مشکی,5969000.0,1,0
3818,گوشی موبایل ویکو مدل Wiko 10 دو سیم کارت ظرفیت 128 گیگابایت و رم 6 گیگابایت-نقره ای,گوشی موبایل ,ویکو,نقره ای,5969000.0,1,0
3819,گوشی موبایل ویکو مدل Wiko T10 رم 2 گیگابایت و ظرفیت 64 گیگابایت-سبز,گوشی موبایل ,ویکو,سبز,3289000.0,0,1
3820,گوشی موبایل ویکو مدل Wiko T10 رم 2 گیگابایت و ظرفیت 64 گیگابایت-مشکی,گوشی موبایل ,ویکو,مشکی,3133000.0,0,3
3821,گوشی موبایل ویکو مدل Wiko T50 حافظه  128 گیگابایت رم 6 گیگابایت -سبز,گوشی موبایل ,ویکو,سبز,6444000.0,1,0
3822,گوشی موبایل کاترپیلار مدل B26 دو سیمکارت با ظرفیت 8 مگابایت و رم  8 مگابایت-مشکی,گوشی موبایل ,کاترپیلار,مشکی,2990000.0,1,47
3823,گوشی موبایل کاترپیلار مدل Cat S22 Flip تک سیم کارت ظرفیت 16 گیگابایت رم 2 گیگابایت-مشکی,گوشی موبایل ,کاترپیلار,مشکی,6959000.0,0,2
3824,گوشی موبایل کاترپیلار مدل Cat S62 تک سیم کارت ظرفیت 128 گیگابایت رم 4 گیگابایت-مشکی,گوشی موبایل ,کاترپیلار,مشکی,13999000.0,0,0
3825,گوشی موبایل کاترپیلار مدل Cat S75 5G دو سیم کارت ظرفیت 128 گیگابایت رم 6 گیگابایت-مشکی,گوشی موبایل ,کاترپیلار,مشکی,34899000.0,0,0
3826,گوشی موبایل کاجیتل مدل GT-20 دو سیم کارت-خاکستری,گوشی موبایل ,کاجیتل,خاکستری,689000.0,0,0
3827,گوشی موبایل کاجیتل مدل GT-20 دو سیم کارت-سبز,گوشی موبایل ,کاجیتل,سبز,799000.0,0,1
3828,گوشی موبایل کاجیتل مدل K10 دو سیم کارت-مشکی,گوشی موبایل ,کاجیتل,مشکی,609000.0,0,2
3829,گوشی موبایل کاجیتل مدل K1205 دو سیم کارت-مشکی,گوشی موبایل ,کاجیتل,مشکی,799000.0,0,2
3830,گوشی موبایل کاجیتل مدل K2160 دو سیم کارت-طلایی,گوشی موبایل ,کاجیتل,طلایی,649000.0,0,1
3831,گوشی موبایل کاجیتل مدل K30 دو سیم کارت-طلایی,گوشی موبایل ,کاجیتل,طلایی,639000.0,0,1
3832,گوشی موبایل کاجیتل مدل K8000 سه سیم کارت-مشکی,گوشی موبایل ,کاجیتل,مشکی,1379000.0,0,2
3833,گوشی موبایل کاجیتل مدل K-L100 دو سیم کارت-مشکی,گوشی موبایل ,کاجیتل,مشکی,629000.0,0,2
3834,گیتار آکوستیک Jose Ramirez RA CWE-قهوه ای,ساز و موسیقی,متفرقه,قهوه ای,34500000.0,0,0
3835,گیتار الکتریک Schecter Banshee Mach-6 Evertune EB-مشکی,ساز و موسیقی,متفرقه,مشکی,10500000.0,0,0
3836,گیتار الکتریک Schecter Nick Johnston Traditional Atomic Green-سبز,ساز و موسیقی,متفرقه,سبز,30500000.0,0,0
3837,گیتار کلاسیک آلمانزا مدل Nature 400-قهوه ای,ساز و موسیقی,متفرقه,قهوه ای,8500000.0,0,0
3838,گیرنده صوتی بلوتوثی باسئوس Baseus Type 7 WXQY-01 Wireless Receiver-مشکی,سایر,باسئوس,مشکی,660000.0,0,0
3839,گیره نگهدارنده تلفن همراه پلی استیشن 4 دابی مدل TP4-016-سفید,لوازم جانبی کنسول بازی,متفرقه,سفید,0.0,0,0
3840,لامپ ال ای دی گرین Green Dublin Multifunctional LED-سفید,سایر,گرین,سفید,385000.0,0,0
3841,لامپ ال ای دی گرین Green Dublin Multifunctional LED-مشکی,سایر,گرین,مشکی,385000.0,0,0
3842,لپ تاپ  13.6 اینچی اپل مدل  MacBook Air MRXV3  2024-M3  8GB 256GB SSD-مشکی,لپ تاپ,اپل,مشکی,67000000.0,0,0
